year,Month,Date,Vilage,Location,Dedication,Intrvention,Trap,1 Station female,2 Station female,3 Station female,4 Station female,5 Station female,6 Station female,7 Station female,8 Station female,9 Station female,10 Station female,,,,1 Station male,2 Station male,3 Station male,4 Station male,5 Station male,6 Station male,7 Station male,8 Station male,9 Station male,10 Station male,,,,CDC suplementary catch male,CDC suplementary catch female,,tot f,tot m,,Sample PCR species ident.,An. coluzzi,An. gambiae s.s.,,Sample age grading,>3 gon. Cyc.,< 3 gon. Cyc.,,Sample Anthrone females,Anthrone positive females,,Sample Anthrone males,Anthrone positive males,,Sample ELISA,ELISA positive,,Remarcs,,,,
16,6,15,Krekrelo,periphery,Con.,NO,CDC,0,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,1,1,,,ND,ND,ND,,0,,,,,,1,0,,additional ELISA tests done after reporting,,,,
16,6,14,Korea,periphery,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,additional ELISA tests done after reporting,,,,
16,6,15,Farabale,periphery,Con.,NO,CDC,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,1,1,,,ND,ND,ND,,0,,,,,,1,0,,additional ELISA tests done after reporting,,,,
16,6,17,Cissebougou,periphery,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,additional ELISA tests done after reporting,,,,
16,6,17,Trekrou,periphery,Con.,NO,CDC,2,3,5,1,12,2,0,1,4,8,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,38,2,,20,18,,,ND,ND,ND,,38,23,,2,2,,10,0,,additional ELISA tests done after reporting,,,,
16,6,18,Sirakele,periphery,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,additional ELISA tests done after reporting,,,,
16,6,20,Balala,periphery,Con.,NO,CDC,0,0,1,0,0,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,3,3,,,ND,ND,ND,,0,,,,,,3,0,,additional ELISA tests done after reporting,,,,
16,6,20,Sambadani,periphery,Con.,NO,CDC,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,0,0,,,ND,ND,ND,,0,,,,,,1,0,,additional ELISA tests done after reporting,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,2,,42,36,,,,,,,69,40,,2,2,,33,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7,12,Madina,periphery,Con.,NO,CDC,2,12,5,9,3,1,10,8,2,7,,,,0,4,2,0,3,0,5,4,0,2,,,,,,,59,20,,3,3,,,ND,ND,ND,,20,11,,20,13,,20,0,,,,,,
16,7,12,Nianguanabougou,periphery,Con.,NO,CDC,6,3,11,2,15,7,0,3,20,11,,,,3,1,4,0,6,2,1,0,7,5,,,,,,,78,29,,3,3,,,ND,ND,ND,,20,8,,20,7,,20,0,,,,,,
16,7,12,Tiko,periphery,Con.,NO,CDC,1,0,2,7,1,5,2,9,2,0,,,,0,0,0,1,0,1,0,2,0,0,,,,,,,29,4,,3,3,,,ND,ND,ND,,10,4,,0,0,,10,0,,,,,,
16,7,14,Kignele,periphery,Con.,NO,CDC,8,7,2,13,5,21,5,17,6,25,,,,5,4,3,7,0,12,8,9,3,12,,,,,,,109,63,,3,2,,,ND,ND,ND,,20,13,,20,15,,20,0,,,,,,
16,7,17,Trekrouba,periphery,Con.,NO,CDC,24,4,38,9,15,21,6,3,16,30,,,,6,8,15,5,11,17,3,0,9,16,,,,,,,166,90,,3,2,,,ND,ND,ND,,20,10,,20,9,,20,1,,,,,,
16,7,18,Balandougou,periphery,Con.,NO,CDC,2,5,0,8,1,1,3,0,6,4,,,,0,2,0,1,0,0,0,0,0,0,,,,,,,30,3,,3,3,,,ND,ND,ND,,10,4,,0,0,,10,0,,,,,,
16,7,19,Krekrelo,periphery,Con.,NO,CDC,1,0,0,3,2,0,5,0,1,7,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,19,0,,3,2,,,ND,ND,ND,,10,3,,0,0,,10,0,,,,,,
16,7,20,Korea,periphery,Con.,NO,CDC,0,3,0,0,4,0,1,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,9,0,,3,2,,,ND,ND,ND,,5,3,,0,0,,5,0,,,,,,
16,7,20,Farabale,periphery,Con.,NO,CDC,3,0,5,1,2,8,3,1,0,9,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,32,0,,3,3,,,ND,ND,ND,,10,5,,0,0,,10,0,,,,,,
16,7,21,Cissebougou,periphery,Con.,NO,CDC,5,1,17,4,2,14,6,3,12,5,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,69,1,,3,2,,,ND,ND,ND,,20,13,,0,0,,10,0,,,,,,
16,7,21,Trekrou,periphery,Con.,NO,CDC,12,3,7,11,18,2,35,10,4,23,,,,3,0,0,5,10,0,14,0,6,17,,,,,,,125,55,,3,3,,,ND,ND,ND,,20,9,,20,11,,20,1,,,,,,
16,7,22,Sirakele,periphery,Con.,NO,CDC,0,2,1,0,9,1,4,0,3,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,21,0,,3,3,,,ND,ND,ND,,10,4,,0,0,,10,0,,,,,,
16,7,22,Balala,periphery,Con.,NO,CDC,1,3,1,5,10,2,5,1,0,8,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,36,0,,3,3,,,ND,ND,ND,,20,8,,0,0,,10,0,,,,,,
16,7,23,Sambadani,periphery,Con.,NO,CDC,1,0,0,4,0,2,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,8,0,,3,3,,,ND,ND,ND,,5,2,,0,0,,5,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,265,,42,37,,,,,,,200,97,,100,55,,180,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,9,Madina,,,,,43,9,4,16,38,21,5,1,12,8,,,,8,2,0,7,15,6,0,2,5,11,,,,,,,157,56,,3,2,,,ND,ND,ND,,10,8,,10,6,,30,0,,,,,,
16,8,9,Nianguanabougou,,,,,7,5,30,26,21,9,45,34,17,42,,,,8,3,17,5,12,3,24,10,5,9,,,,,,,236,96,,3,1,,,ND,ND,ND,,20,15,,20,12,,40,1,,,,,,
16,8,12,Tiko,,,,,33,60,14,51,10,48,31,18,44,39,,,,12,26,3,19,2,25,8,13,21,14,,,,,,,348,143,,3,2,,,ND,ND,ND,,20,12,,20,13,,40,1,,,,,,
16,8,8,Kignele,,,,,16,72,23,5,39,14,54,37,65,76,,,,12,40,25,9,23,17,36,31,52,48,,,,,,,401,293,,3,2,,,ND,ND,ND,,20,13,,20,11,,50,1,,,,,,
16,8,8,Trekrouba,,,,,9,11,34,52,40,6,21,35,19,25,,,,3,6,20,33,13,9,14,15,10,7,,,,,,,252,130,,3,1,,,ND,ND,ND,,20,17,,20,15,,30,0,,,,,,
16,8,13,Balandougou,,,,,11,3,19,24,8,6,13,5,28,31,,,,2,0,4,6,0,3,5,0,11,15,,,,,,,148,46,,3,3,,,ND,ND,ND,,10,6,,10,8,,22,0,,,,,,
16,8,13,Krekrelo,,,,,13,2,0,3,18,4,1,8,5,1,,,,1,3,1,0,2,0,0,1,0,0,,,,,,,55,8,,3,2,,,ND,ND,ND,,0,0,,0,,,10,0,,,,,,
16,8,14,Korea,,,,,4,7,29,17,11,5,3,15,6,4,,,,0,2,4,1,0,0,4,5,2,1,,,,,,,101,19,,3,1,,,ND,ND,ND,,10,4,,10,7,,15,0,,,,,,
16,8,14,Farabale,,,,,20,14,35,31,22,10,40,7,3,8,,,,7,2,14,9,5,3,15,1,4,2,,,,,,,190,62,,3,2,,,ND,ND,ND,,20,15,,20,14,,15,0,,,,,,
16,8,16,Cissebougou,,,,,11,6,41,29,37,30,11,26,41,39,,,,8,11,20,13,19,12,5,22,13,25,,,,,,,271,148,,3,2,,,ND,ND,ND,,20,9,,20,13,,30,1,,,,,,
16,8,20,Trekrou,,,,,30,27,10,11,5,16,42,5,39,18,,,,20,16,9,4,7,12,27,8,23,15,,,,,,,203,141,,3,2,,,ND,ND,ND,,20,12,,20,15,,30,1,,,,,,
16,8,20,Sirakele,,,,,6,1,0,9,3,1,11,20,5,9,,,,4,0,0,3,5,0,0,2,0,0,,,,,,,65,14,,3,3,,,ND,ND,ND,,10,4,,10,6,,10,0,,,,,,
16,8,21,Balala,,,,,24,18,27,13,6,11,8,4,27,15,,,,2,5,0,0,0,3,0,0,0,2,,,,,,,153,12,,3,1,,,ND,ND,ND,,10,7,,10,4,,15,0,,,,,,
16,8,21,Sambadani,,,,,35,92,26,15,8,3,34,19,31,57,,,,8,37,10,4,2,5,8,3,16,24,,,,,,,320,117,,3,1,,,ND,ND,ND,,10,5,,10,6,,40,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,1285,,42,25,,,,,,,200,127,,200,130,,377,5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9,10,Madina,,,,,15,8,7,24,30,17,5,29,41,38,,,,2,0,1,9,5,0,15,14,8,11,,,,,,,214,65,,3,1,,,ND,ND,ND,,10,5,,10,6,,30,0,,,,,,
16,9,10,Nianguanabougou,,,,,6,16,31,47,53,22,10,75,25,9,,,,2,5,8,12,17,6,3,28,6,3,,,,,,,294,90,,3,2,,,ND,ND,ND,,20,12,,20,11,,50,1,,,,,,
16,9,18,Tiko,,,,,11,8,40,29,34,18,13,40,16,57,,,,2,0,5,2,3,0,1,5,2,8,,,,,,,266,28,,3,2,,,ND,ND,ND,,20,11,,20,13,,30,0,,,,,,
16,9,14,Kignele,,,,,23,36,15,6,20,44,32,48,53,24,,,,9,11,4,8,5,12,6,19,24,5,,,,,,,301,103,,3,2,,,ND,ND,ND,,20,14,,20,15,,40,2,,,,,,
16,9,14,Trekrouba,,,,,50,19,64,11,35,22,10,31,45,61,,,,9,4,18,3,15,7,2,20,14,26,,,,,,,348,118,,3,2,,,ND,ND,ND,,20,10,,20,12,,40,2,,,,,,
16,9,22,Balandougou,,,,,9,5,2,15,27,8,5,20,6,13,,,,2,0,1,3,4,1,0,5,0,3,,,,,,,110,19,,3,1,,,ND,ND,ND,,10,4,,10,5,,30,0,,,,,,
16,9,17,Krekrelo,,,,,14,1,9,11,15,3,16,7,5,19,,,,3,0,4,2,0,5,3,1,3,4,,,,,,,100,25,,3,2,,,ND,ND,ND,,10,6,,10,4,,30,1,,,,,,
16,9,17,Korea,,,,,17,14,21,9,26,7,5,5,14,10,,,,2,0,5,1,8,2,0,0,7,2,,,,,,,128,27,,3,1,,,ND,ND,ND,,10,3,,10,5,,30,1,,,,,,
16,9,22,Farabale,,,,,8,5,3,13,4,20,16,7,11,18,,,,1,0,2,2,0,4,5,1,0,6,,,,,,,105,21,,3,1,,,ND,ND,ND,,10,6,,10,6,,30,1,,,,,,
16,9,8,Cissebougou,,,,,42,21,14,35,40,13,9,26,67,55,,,,5,9,5,11,6,3,0,12,24,13,,,,,,,322,88,,3,2,,,ND,ND,ND,,20,13,,20,12,,40,0,,,,,,
16,9,11,Trekrou,,,,,29,40,12,5,26,44,25,38,17,4,,,,12,15,5,7,9,23,14,8,15,9,,,,,,,240,117,,3,0,,,ND,ND,ND,,10,5,,10,6,,30,0,,,,,,
16,9,11,Sirakele,,,,,3,8,2,9,11,5,30,8,3,15,,,,0,3,0,2,3,4,8,1,0,3,,,,,,,94,24,,3,2,,,ND,ND,ND,,10,4,,10,4,,30,1,,,,,,
16,9,24,Balala,,,,,35,14,39,24,13,6,2,5,2,5,,,,4,1,3,0,2,0,0,0,0,1,,,,,,,145,11,,3,2,,,ND,ND,ND,,10,7,,10,5,,30,0,,,,,,
16,9,24,Sambadani,,,,,83,26,41,62,24,96,55,44,37,70,,,,4,8,14,21,3,15,8,19,6,17,,,,,,,538,115,,3,1,,,ND,ND,ND,,20,9,,20,11,,50,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205,851,,42,21,,,,,,,200,109,,200,115,,490,11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,17,Madina,,,,,4,5,2,9,1,2,3,0,1,5,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,32,1,,3,2,,,ND,ND,ND,,10,4,,0,0,,5,0,,,,,,
16,10,17,Nianguanabougou,,,,,10,7,20,5,2,9,5,14,3,9,,,,0,0,1,0,0,0,0,2,0,0,,,,,,,84,3,,3,3,,,ND,ND,ND,,10,3,,0,0,,10,0,,,,,,
16,10,9,Tiko,,,,,5,16,9,24,21,13,8,2,29,5,,,,1,2,0,3,0,2,1,0,4,0,,,,,,,132,13,,3,2,,,ND,ND,ND,,20,9,,10,5,,10,0,,,,,,
16,10,9,Kignele,,,,,12,26,5,4,9,32,5,19,28,14,,,,0,2,0,0,1,3,0,0,1,0,,,,,,,154,7,,3,2,,,ND,ND,ND,,20,12,,7,1,,10,0,,,,,,
16,10,9,Trekrouba,,,,,30,19,35,4,17,45,7,2,23,34,,,,2,1,0,0,2,0,0,1,1,3,,,,,,,216,10,,3,1,,,ND,ND,ND,,20,10,,10,2,,10,0,,,,,,
16,10,10,Balandougou,,,,,4,2,9,3,0,8,2,12,5,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,48,0,,3,1,,,ND,ND,ND,,10,5,,0,0,,5,0,,,,,,
16,10,10,Krekrelo,,,,,9,5,3,2,13,5,1,8,11,15,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,72,0,,3,3,,,ND,ND,ND,,10,2,,0,0,,10,0,,,,,,
16,10,13,Korea,,,,,18,7,13,4,0,1,8,2,15,26,,,,0,0,2,0,0,0,0,0,0,0,,,,,,,94,2,,3,2,,,ND,ND,ND,,20,11,,2,0,,10,0,,,,,,
16,10,13,Farabale,,,,,5,0,1,11,3,6,9,14,5,8,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,62,0,,3,2,,,ND,ND,ND,,10,6,,0,0,,10,0,,,,,,
16,10,14,Cissebougou,,,,,15,22,14,9,18,7,5,9,24,29,,,,1,0,2,0,0,4,0,1,0,0,,,,,,,152,8,,3,1,,,ND,ND,ND,,20,9,,8,2,,10,0,,,,,,
16,10,15,Trekrou,,,,,7,5,12,23,16,39,2,25,6,11,,,,2,0,3,1,6,9,0,5,0,3,,,,,,,146,29,,3,2,,,ND,ND,ND,,20,10,,20,4,,10,0,,,,,,
16,10,16,Sirakele,,,,,4,2,0,3,7,5,9,14,5,9,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,58,0,,3,2,,,ND,ND,ND,,10,4,,0,0,,5,0,,,,,,
16,10,16,Balala,,,,,1,4,11,0,15,2,5,3,1,6,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,48,1,,3,3,,,ND,ND,ND,,10,2,,0,0,,8,0,,,,,,
16,10,18,Sambadani,,,,,13,18,10,6,5,9,3,0,5,14,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,83,0,,3,2,,,ND,ND,ND,,10,5,,0,0,,10,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,74,,42,28,,,,,,,200,92,,57,14,,123,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,11,Madina,,,,,3,0,9,27,4,9,5,3,12,5,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,77,2,,3,2,,,ND,ND,ND,,20,11,,2,0,,10,0,,,,,,
16,11,11,Nianguanabougou,,,,,1,3,4,10,4,16,3,0,9,3,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,53,1,,3,2,,,ND,ND,ND,,20,13,,1,0,,5,0,,,,,,
16,11,12,Tiko,,,,,0,8,2,3,10,4,0,7,3,5,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,42,0,,3,2,,,ND,ND,ND,,10,6,,,,,5,0,,,,,,
16,11,13,Kignele,,,,,15,7,1,18,4,0,3,1,11,8,,,,0,0,0,2,0,0,0,0,1,0,,,,,,,68,3,,3,2,,,ND,ND,ND,,10,4,,3,1,,5,0,,,,,,
16,11,13,Trekrouba,,,,,15,24,3,28,33,10,5,19,40,13,,,,1,2,0,0,2,0,0,0,2,0,,,,,,,190,7,,3,2,,,ND,ND,ND,,20,17,,6,1,,15,0,,,,,,
16,11,14,Balandougou,,,,,3,0,0,1,0,5,11,2,5,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,28,0,,3,3,,,ND,ND,ND,,10,3,,,,,5,0,,,,,,
16,11,15,Krekrelo,,,,,2,0,0,2,1,5,0,2,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,13,0,,3,3,,,ND,ND,ND,,10,6,,,,,5,0,,,,,,
16,11,15,Korea,,,,,7,1,0,3,0,8,1,4,0,9,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,33,0,,3,3,,,ND,ND,ND,,10,5,,,,,5,0,,,,,,
16,11,17,Farabale,,,,,5,0,1,0,7,2,9,0,10,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,37,0,,3,3,,,ND,ND,ND,,10,7,,,,,5,0,,,,,,
16,11,17,Cissebougou,,,,,10,0,17,3,9,5,1,11,4,6,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,66,1,,3,2,,,ND,ND,ND,,20,15,,1,0,,5,0,,,,,,
16,11,18,Trekrou,,,,,3,0,1,1,8,2,5,1,0,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,25,0,,3,2,,,ND,ND,ND,,10,4,,,,,5,0,,,,,,
16,11,18,Sirakele,,,,,8,1,4,0,3,7,2,11,5,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,41,0,,3,3,,,ND,ND,ND,,20,12,,,,,5,0,,,,,,
