year,Month,Date,Vilage,location,Dedication,Intrvention,Trap,1 Station female,2 Station female,3 Station female,4 Station female,5 Station female,6 Station female,7 Station female,8 Station female,9 Station female,10 Station female,,,,1 Station male,2 Station male,3 Station male,4 Station male,5 Station male,6 Station male,7 Station male,8 Station male,9 Station male,10 Station male,,,,Malaise suplementary catch male,Malaise suplementary catch female,,tot f,tot m,,Sample PCR species ident.,An. coluzzi,An. gambiae s.s.,,Sample age grading,>3 gon. Cyc.,< 3 gon. Cyc.,,Sample Anthrone females,Anthrone positive females,,Sample Anthrone males,Anthrone positive males,,Sample ELISA,ELISA positive,,Remarcs,,
16,9,19-23,Krekrelo,periphery,Con.,NO,Malaise,9,12,23,29,35,5,16,17,23,23,,,,4,2,8,5,14,1,3,1,6,7,,,,,,,192,51,,2,1,,,ND,ND,ND,,10,2,,10,4,,30,0,,,,
16,9,19-23,Korea,periphery,Con.,NO,Malaise,6,2,12,25,5,9,29,29,11,8,,,,1,0,2,4,0,2,3,7,0,2,,,,,,,136,21,,2,0,,,ND,ND,ND,,10,0,,10,2,,30,0,,,,
16,9,25-29,Farabale,periphery,Con.,NO,Malaise,14,10,21,16,7,28,15,7,4,17,,,,3,2,5,6,1,20,3,2,6,8,,,,,,,139,56,,2,1,,,ND,ND,ND,,10,7,,10,5,,30,1,,,,
16,9,16-20,Cissebougou,periphery,Con.,NO,Malaise,50,74,28,33,25,42,36,85,62,47,,,,44,32,19,5,2,17,10,42,23,18,,,,,,,482,212,,2,1,,,ND,ND,ND,,20,8,,20,13,,30,0,,,,
16,9,23-27,Trekrou,periphery,Con.,NO,Malaise,17,11,55,24,19,15,15,48,34,21,,,,9,14,28,17,23,8,6,21,23,9,,,,,,,259,158,,2,0,,,ND,ND,ND,,20,11,,20,14,,30,1,,,,
16,9,23-27,Sirakele,periphery,Con.,NO,Malaise,8,3,12,20,7,31,6,15,9,16,,,,3,0,4,6,1,11,1,3,0,4,,,,,,,127,33,,2,1,,,ND,ND,ND,,10,3,,10,4,,30,0,,,,
16,9,26-30,Balala,periphery,Con.,NO,Malaise,12,19,8,23,14,5,1,27,2,10,,,,2,1,0,3,2,0,0,4,0,1,,,,,,,121,13,,2,1,,,ND,ND,ND,,10,3,,10,5,,30,0,,,,
16,9,26-30,Sambadani,periphery,Con.,NO,Malaise,25,7,18,39,27,14,6,17,30,38,,,,4,1,3,4,2,1,0,0,5,2,,,,,,,221,22,,2,0,,,ND,ND,ND,,10,5,,10,5,,30,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602,1368,,28,13,,,,,,,200,75,,200,99,,428,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,20-24,Madina,periphery,Con.,NO,Malaise,15,3,6,11,4,10,3,7,6,16,,,,1,0,0,1,0,0,0,2,0,1,,,,,,,81,5,,2,0,,,ND,ND,ND,,20,11,,5,1,,10,0,,,,
16,10,20-24,Nianguanabougou,periphery,Con.,NO,Malaise,4,2,15,9,13,18,11,6,19,24,,,,0,0,2,1,0,1,0,1,0,3,,,,,,,121,8,,2,1,,,ND,ND,ND,,20,7,,6,2,,20,0,,,,
16,10,13-17,Tiko,periphery,Con.,NO,Malaise,13,6,21,4,8,14,5,2,16,8,,,,2,0,3,0,1,1,0,0,2,1,,,,,,,97,10,,2,1,,,ND,ND,ND,,20,13,,8,5,,10,0,,,,
16,10,14-18,Kignele,periphery,Con.,NO,Malaise,19,27,40,85,57,46,35,71,24,47,,,,2,3,5,9,2,3,1,8,0,5,,,,,,,451,38,,2,0,,,ND,ND,ND,,20,8,,20,8,,30,0,,,,
16,10,15-19,Trekrouba,periphery,Con.,NO,Malaise,8,4,31,27,16,20,64,28,35,10,,,,1,0,4,1,0,2,7,1,5,3,,,,,,,243,24,,2,2,,,ND,ND,ND,,20,9,,20,11,,33,0,,,,
16,10,16-20,Balandougou,periphery,Con.,NO,Malaise,5,10,14,6,23,12,9,4,21,4,,,,1,0,1,0,0,1,0,0,0,0,,,,,,,108,3,,2,1,,,ND,ND,ND,,10,4,,3,2,,10,0,,,,
16,10,16-20,Krekrelo,periphery,Con.,NO,Malaise,3,17,26,41,8,5,9,15,3,14,,,,0,1,1,0,0,0,2,0,1,1,,,,,,,141,6,,2,1,,,ND,ND,ND,,10,3,,5,1,,20,0,,,,
16,10,22-26,Korea,periphery,Con.,NO,Malaise,4,11,5,9,4,12,5,7,3,15,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,75,3,,2,2,,,ND,ND,ND,,10,5,,3,1,,10,0,,,,
16,10,22-26,Farabale,periphery,Con.,NO,Malaise,10,2,12,16,23,5,2,4,11,6,,,,0,0,2,0,5,0,0,0,1,0,,,,,,,91,8,,2,1,,,ND,ND,ND,,10,2,,8,2,,10,0,,,,
16,10,19-23,Cissebougou,periphery,Con.,NO,Malaise,5,13,7,24,5,7,11,20,14,6,,,,0,1,0,3,0,0,0,4,0,1,,,,,,,112,9,,2,0,,,ND,ND,ND,,10,4,,6,2,,10,0,,,,
16,10,19-23,Trekrou,periphery,Con.,NO,Malaise,9,18,23,27,14,5,21,16,8,25,,,,0,3,0,5,1,0,2,1,0,3,,,,,,,166,15,,2,2,,,ND,ND,ND,,20,11,,15,6,,20,0,,,,
16,10,26-30,Sirakele,periphery,Con.,NO,Malaise,5,3,12,4,15,2,11,7,4,12,,,,0,0,1,1,0,0,1,0,0,1,,,,,,,75,4,,2,2,,,ND,ND,ND,,10,2,,4,1,,10,0,,,,
16,10,26-30,Balala,periphery,Con.,NO,Malaise,1,7,5,13,6,8,3,12,7,17,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,79,2,,2,2,,,ND,ND,ND,,10,3,,2,0,,10,0,,,,
16,10,21-25,Sambadani,periphery,Con.,NO,Malaise,8,2,23,5,2,11,8,5,14,10,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,88,1,,2,1,,,ND,ND,ND,,10,1,,1,0,,10,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,136,,28,16,,,,,,,200,83,,106,42,,213,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,15-19,Madina,periphery,Con.,NO,Malaise,3,1,8,0,13,3,6,15,3,1,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,53,1,,2,1,,,ND,ND,ND,,10,3,,1,0,,5,0,,,,
16,11,15-19,Nianguanabougou,periphery,Con.,NO,Malaise,18,12,15,1,5,27,6,11,2,8,,,,0,0,0,0,0,0,0,2,0,0,,,,,,,105,2,,2,1,,,ND,ND,ND,,20,10,,2,0,,5,0,,,,
16,11,16-20,Tiko,periphery,Con.,NO,Malaise,3,0,7,1,0,13,2,15,1,19,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,61,0,,2,2,,,ND,ND,ND,,10,2,,0,0,,5,0,,,,
16,11,17-21,Kignele,periphery,Con.,NO,Malaise,25,12,35,8,26,13,4,9,35,16,,,,0,0,3,0,2,1,0,1,3,1,,,,,,,183,11,,2,1,,,ND,ND,ND,,20,8,,10,3,,5,1,,,,
16,11,17-21,Trekrouba,periphery,Con.,NO,Malaise,91,52,14,27,43,119,49,83,52,42,,,,5,3,0,2,2,11,2,5,1,3,,,,,,,572,34,,2,2,,,ND,ND,ND,,20,13,,20,5,,6,0,,,,
16,11,19-23,Balandougou,periphery,Con.,NO,Malaise,1,0,5,2,11,3,0,14,5,14,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,55,0,,2,1,,,ND,ND,ND,,10,3,,0,0,,5,0,,,,
16,11,20-24,Krekrelo,periphery,Con.,NO,Malaise,8,15,11,4,9,3,13,4,16,9,,,,0,1,0,0,2,0,1,0,0,0,,,,,,,92,4,,2,1,,,ND,ND,ND,,20,12,,4,2,,5,0,,,,
16,11,20-24,Korea,periphery,Con.,NO,Malaise,0,7,1,5,3,12,19,2,0,3,,,,0,0,0,1,0,0,2,0,0,0,,,,,,,52,3,,2,0,,,ND,ND,ND,,10,2,,3,1,,5,0,,,,
16,11,22-26,Farabale,periphery,Con.,NO,Malaise,2,0,3,10,14,3,5,1,16,0,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,54,1,,2,1,,,ND,ND,ND,,10,1,,1,0,,5,0,,,,
16,11,22-26,Cissebougou,periphery,Con.,NO,Malaise,24,6,5,17,8,3,8,15,11,21,,,,1,0,0,2,0,0,0,0,0,1,,,,,,,118,4,,2,2,,,ND,ND,ND,,20,8,,3,0,,5,0,,,,
16,11,24-28,Trekrou,periphery,Con.,NO,Malaise,11,6,3,15,4,9,10,6,14,3,,,,1,0,0,1,0,0,0,0,3,0,,,,,,,81,5,,2,2,,,ND,ND,ND,,20,11,,4,1,,5,0,,,,
16,11,24-28,Sirakele,periphery,Con.,NO,Malaise,14,1,8,3,10,1,5,3,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,47,0,,2,1,,,ND,ND,ND,,10,5,,0,0,,5,0,,,,
16,11,26-30,Balala,periphery,Con.,NO,Malaise,1,0,3,2,7,0,11,2,9,15,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,50,0,,2,1,,,ND,ND,ND,,10,4,,0,0,,5,0,,,,
16,11,26-30,Sambadani,periphery,Con.,NO,Malaise,6,1,1,9,3,20,3,5,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,48,0,,2,2,,,ND,ND,ND,,10,2,,0,0,,5,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,65,,28,18,,,,,,,200,84,,48,12,,71,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,27-31,Madina,periphery,Con.,NO,Malaise,1,5,0,2,0,7,0,9,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,25,0,,2,1,,,ND,ND,ND,,10,4,,,,,5,0,,,,
16,12,27-31,Nianguanabougou,periphery,Con.,NO,Malaise,6,1,5,0,3,1,7,2,0,6,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,31,0,,2,2,,,ND,ND,ND,,10,8,,,,,5,0,,,,
16,12,24-28,Tiko,periphery,Con.,NO,Malaise,0,1,3,0,1,0,4,0,2,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,2,2,,,ND,ND,ND,,5,2,,,,,5,0,,,,
16,12,24-28,Kignele,periphery,Con.,NO,Malaise,9,5,0,0,1,5,2,14,1,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,40,0,,2,1,,,ND,ND,ND,,10,3,,,,,5,0,,,,
16,12,25-29,Trekrouba,periphery,Con.,NO,Malaise,3,1,9,10,5,16,7,3,20,11,,,,0,0,1,1,0,0,0,0,0,1,,,,,,,85,3,,2,1,,,ND,ND,ND,,10,6,,3,1,,5,0,,,,
16,12,18-22,Balandougou,periphery,Con.,NO,Malaise,0,5,0,1,4,1,2,8,3,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,24,0,,2,2,,,ND,ND,ND,,5,1,,,,,5,0,,,,
16,12,18-22,Krekrelo,periphery,Con.,NO,Malaise,0,1,0,0,2,0,1,3,0,5,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,2,2,,,ND,ND,ND,,5,2,,,,,0,0,,,,
16,12,19-23,Korea,periphery,Con.,NO,Malaise,2,0,0,7,0,1,0,1,9,5,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,25,0,,2,2,,,ND,ND,ND,,5,4,,,,,5,0,,,,
16,12,19-23,Farabale,periphery,Con.,NO,Malaise,,3,0,5,1,2,0,3,0,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,18,0,,2,2,,,ND,ND,ND,,5,5,,,,,5,0,,,,
16,12,20-24,Cissebougou,periphery,Con.,NO,Malaise,9,1,0,3,0,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,2,2,,,ND,ND,ND,,5,1,,,,,5,0,,,,
16,12,20-24,Trekrou,periphery,Con.,NO,Malaise,1,0,5,2,1,3,0,4,1,11,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,28,1,,2,0,,,ND,ND,ND,,10,6,,1,,,5,0,,,,
16,12,23-27,Sirakele,periphery,Con.,NO,Malaise,3,0,1,1,0,2,0,1,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,2,2,,,ND,ND,ND,,5,2,,,,,0,1,,,,
16,12,26-30,Balala,periphery,Con.,NO,Malaise,1,1,7,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,11,0,,2,2,,,ND,ND,ND,,5,1,,,,,0,0,,,,
16,12,26-30,Sambadani,periphery,Con.,NO,Malaise,5,1,0,2,1,4,0,1,3,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,2,2,,,ND,ND,ND,,10,5,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,4,,28,23,,,,,,,100,50,,4,1,,50,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,15-19,Madina,periphery,Con.,NO,Malaise,0,0,1,0,0,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,2,2,,,ND,ND,ND,,4,1,,,,,2,0,,,,
17,1,15-19,Nianguanabougou,periphery,Con.,NO,Malaise,0,0,1,0,3,0,1,1,5,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,2,2,,,ND,ND,ND,,10,2,,,,,2,0,,,,
17,1,17-21,Tiko,periphery,Con.,NO,Malaise,1,0,3,1,0,0,2,0,1,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,2,2,,,ND,ND,ND,,10,3,,,,,2,0,,,,
17,1,18-22,Kignele,periphery,Con.,NO,Malaise,1,8,3,0,5,7,1,0,2,14,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,41,0,,2,2,,,ND,ND,ND,,15,8,,,,,4,0,,,,
17,1,18-22,Trekrouba,periphery,Con.,NO,Malaise,1,11,0,5,2,0,1,4,0,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,27,0,,2,2,,,ND,ND,ND,,10,2,,,,,4,0,,,,
17,1,19-23,Balandougou,periphery,Con.,NO,Malaise,4,0,1,0,0,0,2,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,8,0,,2,2,,,ND,ND,ND,,5,1,,,,,2,0,,,,
17,1,19-23,Krekrelo,periphery,Con.,NO,Malaise,0,1,3,0,2,1,0,4,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,2,2,,,ND,ND,ND,,10,3,,,,,2,0,,,,
17,1,20-24,Korea,periphery,Con.,NO,Malaise,3,0,1,5,1,0,0,1,3,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,15,0,,2,2,,,ND,ND,ND,,10,4,,,,,4,0,,,,
17,1,20-24,Farabale,periphery,Con.,NO,Malaise,0,0,1,1,0,0,0,1,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,2,2,,,ND,ND,ND,,4,0,,,,,2,0,,,,
17,1,24-28,Cissebougou,periphery,Con.,NO,Malaise,1,1,0,0,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,2,2,,,ND,ND,ND,,2,0,,,,,2,0,,,,
17,1,24-28,Trekrou,periphery,Con.,NO,Malaise,0,3,2,1,0,1,0,2,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,11,0,,2,0,,,ND,ND,ND,,10,5,,,,,2,0,,,,
17,1,25-29,Sirakele,periphery,Con.,NO,Malaise,0,1,0,1,0,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,2,2,,,ND,ND,ND,,5,3,,,,,2,0,,,,
17,1,25-29,Balala,periphery,Con.,NO,Malaise,0,1,0,0,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,2,2,,,ND,ND,ND,,2,2,,,,,0,0,,,,
17,1,26-30,Sambadani,periphery,Con.,NO,Malaise,1,0,1,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,2,2,,,ND,ND,ND,,3,1,,,,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0,,28,26,,,,,,,100,35,,,,,32,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17-21,Madina,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,0,,,,,0,0,,,,
17,2,17-21,Nianguanabougou,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,0,,,,,0,0,,,,
17,2,18-22,Tiko,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,18-22,Kignele,periphery,Con.,NO,Malaise,1,0,0,3,0,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,6,6,,,ND,ND,ND,,6,2,,,,,4,0,,,,
17,2,23-27,Trekrouba,periphery,Con.,NO,Malaise,0,0,1,0,1,1,0,0,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,5,5,,,ND,ND,ND,,5,1,,,,,5,0,,,,
17,2,23-27,Balandougou,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,24-28,Krekrelo,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,24-28,Korea,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,16-20,Farabale,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,16-20,Cissebougou,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,21-25,Trekrou,periphery,Con.,NO,Malaise,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,1,1,,,ND,ND,ND,,1,1,,,,,1,0,,,,
17,2,21-25,Sirakele,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,22-26,Balala,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
17,2,22-26,Sambadani,periphery,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,ND,ND,ND,,0,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,12,12,,,,,,,12,4,,,,,10,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,23-27,Kignele,periphery,Con.,NO,Malaise,2,0,0,11,0,1,0,2,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,14,14,,,,,,,16,2,,,,,7,0,,supplementary catch,,
17,2,23-27,Tiko,periphery,Con.,NO,Malaise,0,0,0,0,0,0,1,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,2,2,,,,,,,2,0,,,,,,,,supplementary catch,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,,16,16,,,,,,,18,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,14-18,Madina,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,14-18,Nianguanabougou,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,14-18,Tiko,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,16-20,Kignele,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,16-20,Trekrouba,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,17-21,Balandougou,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,17-21,Krekrelo,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,18-22,Korea,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,16-20,Farabale,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,18-22,Cissebougou,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,19-23,Trekrou,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,19-23,Sirakele,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,20-24,Balala,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
17,3,20-24,Sambadani,periphery,Con.,NO,Malaise,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,ND,ND,,,,,,,,,,,,,,,,,,,,,
