year,Month,Date,Vilage,Location,Dedication,Intrvention,Trap,1 Station female,2 Station female,3 Station female,4 Station female,5 Station female,6 Station female,7 Station female,8 Station female,9 Station female,10 Station female,,,,1 Station male,2 Station male,3 Station male,4 Station male,5 Station male,6 Station male,7 Station male,8 Station male,9 Station male,10 Station male,,,,PSC suplementary catch male,PSC suplementary catch female,tot f,tot m,,Sample PCR species ident.,An. coluzzi,An. gambiae s.s.,,Sample Anthrone females,Sample Anthrone males,Anthrone positive females,Anthrone positive males,Sample ELISA,ELISA positive,,Remarcs
2016,9,8,Trekrouba,inside,Con.,NO,PSC,9,57,41,20,23,40,69,19,5,26,,,,4,16,25,11,8,13,27,5,9,14,,,,,,309,132,,,,,,,,,,,,,
2016,9,8,Balandougou,inside,Con.,NO,PSC,10,3,12,9,40,47,13,5,14,8,,,,2,5,8,3,15,21,6,1,7,3,,,,,,161,71,,,,,,,,,,,,,
2016,9,9,Krekrelo,inside,Con.,NO,PSC,6,9,5,24,8,31,8,11,25,5,,,,4,2,1,11,3,18,3,5,7,10,,,,,,132,64,,,,,,,,,,,,,
2016,9,9,Korea,inside,Con.,NO,PSC,5,27,3,35,8,4,2,19,13,7,,,,8,23,5,9,2,1,5,12,6,4,,,,,,123,75,,,,,,,,,,,,,
2016,9,10,Farabale,inside,Con.,NO,PSC,30,21,7,15,42,6,5,1,6,8,,,,14,9,2,10,13,3,2,0,3,4,,,,,,141,60,,,,,,,,,,,,,
2016,9,10,Cissebougou,inside,Con.,NO,PSC,14,5,10,8,3,4,9,16,3,10,,,,4,2,3,8,5,2,7,10,1,5,,,,,,82,47,,,,,,,,,,,,,
2016,9,11,Trekrou,inside,Con.,NO,PSC,35,58,64,15,17,5,38,19,30,53,,,,18,27,35,8,9,6,31,9,12,25,,,,,,334,180,,,,,,,,,,,,,
2016,9,11,Sirakele,inside,Con.,NO,PSC,14,4,2,10,13,5,18,9,15,5,,,,9,7,5,6,4,1,15,5,9,8,,,,,,95,69,,,,,,,,,,,,,
2016,9,12,Balala,inside,Con.,NO,PSC,6,3,28,16,5,17,10,5,8,27,,,,2,0,11,6,12,5,4,2,5,18,,,,,,125,65,,,,,,,,,,,,,
2016,9,12,Sambadani,inside,Con.,NO,PSC,19,13,7,28,35,24,37,16,8,45,,,,22,10,4,15,20,13,30,11,4,17,,,,,,232,146,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,1373,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,10,,Madina,inside,Con.,NO,PSC,8,0,1,3,11,4,0,5,0,26,,,,5,0,3,2,9,2,0,4,1,17,,,,,,58,43,,,,,,,,,,,,,
2016,10,,Nianguanabougou,inside,Con.,NO,PSC,4,2,0,15,3,5,1,15,4,20,,,,2,1,0,8,5,2,3,6,5,15,,,,,,69,47,,,,,,,,,,,,,
2016,10,,Tiko,inside,Con.,NO,PSC,2,11,9,20,5,6,11,1,33,5,,,,1,8,4,15,2,4,8,0,18,3,,,,,,103,63,,,,,,,,,,,,,
2016,10,,Kignele,inside,Con.,NO,PSC,20,12,17,52,9,3,2,8,5,29,,,,16,7,13,27,4,1,0,3,8,21,,,,,,157,100,,,,,,,,,,,,,
2016,10,,Trekrouba,inside,Con.,NO,PSC,5,32,26,4,3,12,30,11,2,17,,,,2,15,8,3,9,6,19,5,1,6,,,,,,142,74,,,,,,,,,,,,,
2016,10,,Balandougou,inside,Con.,NO,PSC,2,5,6,3,21,16,9,3,8,4,,,,1,3,4,1,14,7,4,2,3,0,,,,,,77,39,,,,,,,,,,,,,
2016,10,,Krekrelo,inside,Con.,NO,PSC,2,0,2,15,3,16,1,14,9,2,,,,0,1,1,4,7,10,0,5,3,1,,,,,,64,32,,,,,,,,,,,,,
2016,10,,Korea,inside,Con.,NO,PSC,2,11,1,18,2,0,0,10,6,9,,,,5,3,0,6,1,0,1,4,2,8,,,,,,59,30,,,,,,,,,,,,,
2016,10,,Farabale,inside,Con.,NO,PSC,19,8,2,6,38,1,4,3,0,2,,,,11,3,1,2,14,0,2,1,1,0,,,,,,83,35,,,,,,,,,,,,,
2016,10,,Cissebougou,inside,Con.,NO,PSC,2,0,10,5,0,2,1,4,0,1,,,,1,0,2,1,0,0,1,1,1,0,,,,,,25,7,,,,,,,,,,,,,
2016,10,,Trekrou,inside,Con.,NO,PSC,17,26,15,8,5,2,30,14,9,25,,,,5,11,4,2,8,0,13,4,2,9,,,,,,151,58,,,,,,,,,,,,,
2016,10,,Sirakele,inside,Con.,NO,PSC,12,3,0,5,16,2,12,7,11,3,,,,6,1,0,7,5,0,3,5,9,0,,,,,,71,36,,,,,,,,,,,,,
2016,10,,Balala,inside,Con.,NO,PSC,2,5,21,9,0,8,3,1,5,42,,,,0,3,8,2,2,1,5,0,2,2,,,,,,96,25,,,,,,,,,,,,,
2016,10,,Sambadani,inside,Con.,NO,PSC,14,11,4,18,23,9,20,12,3,31,,,,5,2,1,7,10,2,6,3,0,11,,,,,,145,47,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,636,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,11,,Madina,inside,Con.,NO,PSC,2,1,8,0,10,1,0,2,1,17,,,,1,0,1,0,2,0,0,1,0,4,,,,,,42,9,,,,,,,,,,,,,
2016,11,,Nianguanabougou,inside,Con.,NO,PSC,0,1,2,5,0,3,0,11,6,25,,,,1,2,0,1,0,1,0,2,1,7,,,,,,53,15,,,,,,,,,,,,,
2016,11,,Tiko,inside,Con.,NO,PSC,0,6,2,14,3,1,8,0,17,9,,,,0,1,0,1,0,0,2,0,3,1,,,,,,60,8,,,,,,,,,,,,,
2016,11,,Kignele,inside,Con.,NO,PSC,23,19,11,24,5,8,5,4,2,25,,,,5,7,3,8,1,2,0,1,0,5,,,,,,126,32,,,,,,,,,,,,,
2016,11,,Trekrouba,inside,Con.,NO,PSC,7,16,9,2,0,9,28,7,4,15,,,,2,3,2,1,0,3,5,0,1,3,,,,,,97,20,,,,,,,,,,,,,
2016,11,,Balandougou,inside,Con.,NO,PSC,0,2,0,1,9,6,15,1,4,2,,,,0,0,0,0,1,2,2,0,1,0,,,,,,40,6,,,,,,,,,,,,,
2016,11,,Krekrelo,inside,Con.,NO,PSC,0,1,1,8,2,11,0,9,3,5,,,,0,0,0,0,1,3,0,1,0,1,,,,,,40,6,,,,,,,,,,,,,
2016,11,,Korea,inside,Con.,NO,PSC,0,10,3,14,1,0,0,15,4,2,,,,0,2,0,3,0,0,0,3,1,0,,,,,,49,9,,,,,,,,,,,,,
2016,11,,Farabale,inside,Con.,NO,PSC,15,4,0,5,21,2,9,7,0,5,,,,2,1,0,1,3,0,2,1,0,1,,,,,,68,11,,,,,,,,,,,,,
2016,11,,Cissebougou,inside,Con.,NO,PSC,0,0,18,8,1,0,3,9,5,1,,,,0,0,4,1,0,0,0,1,1,0,,,,,,45,7,,,,,,,,,,,,,
2016,11,,Trekrou,inside,Con.,NO,PSC,12,20,8,3,2,6,27,11,5,23,,,,2,4,1,0,0,2,5,9,0,4,,,,,,117,27,,,,,,,,,,,,,
2016,11,,Sirakele,inside,Con.,NO,PSC,15,8,2,0,3,5,7,2,16,1,,,,2,0,0,0,0,1,1,0,1,0,,,,,,59,5,,,,,,,,,,,,,
2016,11,,Balala,inside,Con.,NO,PSC,1,0,14,5,0,2,7,5,0,17,,,,0,0,1,0,0,0,0,1,0,2,,,,,,51,4,,,,,,,,,,,,,
2016,11,,Sambadani,inside,Con.,NO,PSC,9,5,9,11,18,3,17,4,0,25,,,,1,0,2,2,3,0,2,0,0,4,,,,,,101,14,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,173,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,12,,Madina,inside,Con.,NO,PSC,1,0,3,0,5,0,0,3,0,11,,,,0,0,1,0,2,0,0,0,0,3,,,,,,23,6,,,,,,,,,,,,,
2016,12,,Nianguanabougou,inside,Con.,NO,PSC,0,0,1,2,1,1,0,8,9,17,,,,0,0,0,1,0,0,0,2,1,3,,,,,,39,7,,,,,,,,,,,,,
2016,12,,Tiko,inside,Con.,NO,PSC,1,3,0,8,0,3,11,2,13,4,,,,0,1,0,2,0,0,2,0,2,0,,,,,,45,7,,,,,,,,,,,,,
2016,12,,Kignele,inside,Con.,NO,PSC,19,14,5,38,17,20,3,11,7,39,,,,3,2,1,7,4,3,0,3,2,6,,,,,,173,31,,,,,,,,,,,,,
2016,12,,Trekrouba,inside,Con.,NO,PSC,4,10,2,5,0,8,13,2,8,21,,,,0,2,1,2,0,3,5,0,2,5,,,,,,73,20,,,,,,,,,,,,,
2016,12,,Balandougou,inside,Con.,NO,PSC,0,0,0,2,4,9,11,0,5,1,,,,0,0,0,0,0,1,1,0,0,1,,,,,,32,3,,,,,,,,,,,,,
2016,12,,Krekrelo,inside,Con.,NO,PSC,0,2,0,3,1,6,1,5,4,8,,,,0,0,0,0,0,1,0,0,0,1,,,,,,30,2,,,,,,,,,,,,,
2016,12,,Korea,inside,Con.,NO,PSC,1,7,0,11,3,0,2,8,1,2,,,,0,1,0,2,0,0,0,1,1,0,,,,,,35,5,,,,,,,,,,,,,
2016,12,,Farabale,inside,Con.,NO,PSC,12,1,2,3,15,0,10,4,2,1,,,,2,0,0,1,2,0,1,0,0,0,,,,,,50,6,,,,,,,,,,,,,
2016,12,,Cissebougou,inside,Con.,NO,PSC,0,0,15,4,0,0,1,5,2,0,,,,0,0,2,0,0,0,2,0,0,0,,,,,,27,4,,,,,,,,,,,,,
2016,12,,Trekrou,inside,Con.,NO,PSC,10,24,4,9,0,2,40,5,1,13,,,,2,5,1,2,0,0,7,1,0,3,,,,,,108,21,,,,,,,,,,,,,
2016,12,,Sirakele,inside,Con.,NO,PSC,9,5,0,0,7,2,8,0,11,3,,,,0,1,0,0,2,0,1,0,2,0,,,,,,45,6,,,,,,,,,,,,,
2016,12,,Balala,inside,Con.,NO,PSC,0,0,3,0,0,0,2,0,1,5,,,,0,0,0,0,0,0,0,0,0,1,,,,,,11,1,,,,,,,,,,,,,
2016,12,,Sambadani,inside,Con.,NO,PSC,4,1,3,2,10,0,11,0,2,15,,,,0,1,0,0,2,0,1,0,0,2,,,,,,48,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,125,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,,Madina,inside,Con.,NO,PSC,0,0,1,0,2,1,0,1,0,10,,,,0,0,0,0,0,1,0,1,0,2,,,,,,15,4,,,,,,,,,,,,,
2017,1,,Nianguanabougou,inside,Con.,NO,PSC,0,0,4,0,0,0,0,5,3,13,,,,0,0,1,0,0,0,0,1,0,2,,,,,,25,4,,,,,,,,,,,,,
2017,1,,Tiko,inside,Con.,NO,PSC,0,4,1,5,0,1,7,0,10,3,,,,0,1,0,1,0,0,1,0,2,0,,,,,,31,5,,,,,,,,,,,,,
2017,1,,Kignele,inside,Con.,NO,PSC,10,8,1,47,10,7,5,16,4,92,,,,1,0,0,3,1,0,7,3,0,7,,,,,,200,22,,,,,,,,,,,,,
2017,1,,Trekrouba,inside,Con.,NO,PSC,1,9,3,3,0,4,10,1,7,6,,,,1,2,6,0,0,0,2,0,5,1,,,,,,44,17,,,,,,,,,,,,,
2017,1,,Balandougou,inside,Con.,NO,PSC,0,0,0,0,2,5,7,0,1,0,,,,0,0,0,0,1,0,1,0,0,0,,,,,,15,2,,,,,,,,,,,,,
2017,1,,Krekrelo,inside,Con.,NO,PSC,0,0,0,2,0,6,0,3,2,5,,,,0,0,0,0,0,1,0,0,0,1,,,,,,18,2,,,,,,,,,,,,,
2017,1,,Korea,inside,Con.,NO,PSC,0,9,0,7,0,0,1,6,0,0,,,,0,1,0,1,0,0,0,1,0,0,,,,,,23,3,,,,,,,,,,,,,
2017,1,,Farabale,inside,Con.,NO,PSC,8,0,3,1,6,0,4,1,3,1,,,,2,0,0,1,0,0,1,0,0,0,,,,,,27,4,,,,,,,,,,,,,
2017,1,,Cissebougou,inside,Con.,NO,PSC,0,0,6,2,0,0,2,3,0,3,,,,0,0,2,1,0,0,0,1,0,2,,,,,,16,6,,,,,,,,,,,,,
2017,1,,Trekrou,inside,Con.,NO,PSC,7,15,1,3,0,0,18,1,0,8,,,,1,3,0,1,1,0,4,0,0,2,,,,,,53,12,,,,,,,,,,,,,
2017,1,,Sirakele,inside,Con.,NO,PSC,4,1,0,0,3,0,7,1,8,1,,,,1,0,0,0,0,0,1,0,1,0,,,,,,25,3,,,,,,,,,,,,,
2017,1,,Balala,inside,Con.,NO,PSC,1,0,2,0,0,0,5,0,0,12,,,,0,0,0,0,0,0,1,0,0,3,,,,,,20,4,,,,,,,,,,,,,
2017,1,,Sambadani,inside,Con.,NO,PSC,6,2,0,1,5,0,7,1,0,9,,,,1,0,0,0,2,0,2,0,0,3,,,,,,31,8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,96,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,,Madina,inside,Con.,NO,PSC,0,0,0,0,3,0,0,0,0,4,,,,0,0,0,0,3,0,0,0,0,0,,,,,,7,3,,,,,,,,,,,,,
2017,2,,Nianguanabougou,inside,Con.,NO,PSC,0,0,1,0,0,0,0,2,4,1,,,,0,0,1,0,0,0,0,0,0,0,,,,,,8,1,,,,,,,,,,,,,
2017,2,,Tiko,inside,Con.,NO,PSC,0,3,2,3,0,0,4,0,5,1,,,,0,1,0,0,0,1,1,0,1,0,,,,,,18,4,,,,,,,,,,,,,
2017,2,,Kignele,inside,Con.,NO,PSC,4,2,0,19,3,4,1,10,2,40,,,,1,0,0,3,1,0,1,2,2,5,,,,,,85,15,,,,,,,,,,,,,
2017,2,,Trekrouba,inside,Con.,NO,PSC,0,5,1,2,0,1,6,0,2,3,,,,0,1,0,0,0,0,1,0,1,0,,,,,,20,3,,,,,,,,,,,,,
2017,2,,Balandougou,inside,Con.,NO,PSC,0,0,0,0,1,2,2,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,,,,,,5,1,,,,,,,,,,,,,
2017,2,,Krekrelo,inside,Con.,NO,PSC,0,0,0,1,0,4,0,1,0,3,,,,0,0,0,0,0,1,0,0,0,1,,,,,,9,2,,,,,,,,,,,,,
2017,2,,Korea,inside,Con.,NO,PSC,0,8,1,4,1,0,0,3,0,0,,,,0,1,2,0,1,1,0,0,0,1,,,,,,17,6,,,,,,,,,,,,,
2017,2,,Farabale,inside,Con.,NO,PSC,4,0,2,0,3,0,2,0,5,0,,,,0,0,1,0,1,0,0,0,1,0,,,,,,16,3,,,,,,,,,,,,,
2017,2,,Cissebougou,inside,Con.,NO,PSC,0,0,3,0,0,0,0,1,3,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,7,0,,,,,,,,,,,,,
2017,2,,Trekrou,inside,Con.,NO,PSC,9,11,0,5,0,1,14,0,0,6,,,,2,2,0,0,0,0,2,0,0,1,,,,,,46,7,,,,,,,,,,,,,
2017,2,,Sirakele,inside,Con.,NO,PSC,3,0,0,0,1,0,5,0,4,0,,,,1,0,0,0,1,0,1,0,1,0,,,,,,13,4,,,,,,,,,,,,,
2017,2,,Balala,inside,Con.,NO,PSC,0,0,1,1,0,2,3,0,0,4,,,,0,0,0,1,0,0,2,0,0,1,,,,,,11,4,,,,,,,,,,,,,
2017,2,,Sambadani,inside,Con.,NO,PSC,2,1,0,0,1,0,2,0,0,4,,,,1,0,0,0,0,1,0,0,0,3,,,,,,10,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,58,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,,Madina,inside,Con.,NO,PSC,0,0,0,0,2,0,0,0,0,3,,,,0,0,0,0,1,0,0,0,0,1,,,,,,5,2,,,,,,,,,,,,,
2017,3,,Nianguanabougou,inside,Con.,NO,PSC,0,0,2,0,0,0,0,1,1,1,,,,0,0,1,0,0,0,0,0,0,0,,,,,,5,1,,,,,,,,,,,,,
2017,3,,Tiko,inside,Con.,NO,PSC,1,1,3,1,0,0,2,0,1,0,,,,0,0,1,0,0,0,1,0,0,0,,,,,,9,2,,,,,,,,,,,,,
2017,3,,Kignele,inside,Con.,NO,PSC,2,3,0,14,1,0,5,7,4,24,,,,0,2,0,5,0,0,2,1,2,1,,,,,,60,13,,,,,,,,,,,,,
2017,3,,Trekrouba,inside,Con.,NO,PSC,1,6,0,0,0,5,8,0,1,6,,,,0,2,0,1,0,1,2,0,0,2,,,,,,27,8,,,,,,,,,,,,,
2017,3,,Balandougou,inside,Con.,NO,PSC,0,0,1,0,0,3,1,0,0,2,,,,0,0,0,0,0,0,0,1,0,0,,,,,,7,1,,,,,,,,,,,,,
2017,3,,Krekrelo,inside,Con.,NO,PSC,1,0,0,0,0,2,3,0,1,2,,,,0,0,0,0,0,0,2,0,0,0,,,,,,9,2,,,,,,,,,,,,,
2017,3,,Korea,inside,Con.,NO,PSC,0,3,0,2,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,6,0,,,,,,,,,,,,,
2017,3,,Farabale,inside,Con.,NO,PSC,7,0,3,1,5,0,1,0,2,0,,,,1,0,0,0,1,0,0,0,0,0,,,,,,19,2,,,,,,,,,,,,,
2017,3,,Cissebougou,inside,Con.,NO,PSC,0,0,2,0,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,6,0,,,,,,,,,,,,,
2017,3,,Trekrou,inside,Con.,NO,PSC,11,8,1,4,0,3,17,0,1,3,,,,2,1,0,0,0,0,4,0,0,1,,,,,,48,8,,,,,,,,,,,,,
2017,3,,Sirakele,inside,Con.,NO,PSC,1,0,2,0,3,0,2,0,1,1,,,,0,0,0,0,1,0,0,0,0,0,,,,,,10,1,,,,,,,,,,,,,
2017,3,,Balala,inside,Con.,NO,PSC,0,0,0,1,0,0,1,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,,,,,,,,,,,,,
2017,3,,Sambadani,inside,Con.,NO,PSC,1,1,0,0,2,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,6,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,40,,,,,,,,,,,,,
